episode,seed,policy,steps,final_mrr,final_cash,final_cac,final_ltv,final_ltv_cac,final_headcount,final_valuation_multiple,final_unemployment,final_innovation_factor,depression_months,cause,total_reward,avg_rule_40,pct_above_40,oracle_refresh_requests,cadence_refreshes,event_refreshes,cache_hits,llm_calls
99,99,oracle_v2,120,6727059.252827418,199815452.91829288,129.0001189135373,191.7155672342429,1.4861658178992905,104,3.818381142799995,11.5,1.0,5,Time Limit,-684.4803383962754,-28.75450404644032,0.0,17,11,5,17,0
100,100,oracle_v2,120,3340137.334830509,98005447.35354267,199.4452553968185,461.70059785034965,2.31492394708385,100,1.5430417846477293,22.5,0.4234943218217563,75,Time Limit,-1230.6711068137377,-39.65320756322685,0.0,25,11,13,25,0
101,101,oracle_v2,120,1766200.7831612923,69398957.06909047,1083.0256597345788,507.9586762589422,0.46901813608315573,81,0.6625677415286427,27.5,0.38993804398891896,84,Time Limit,-1452.0414933665038,-45.5221957702021,0.0,33,11,21,33,0
102,102,oracle_v2,120,3008777.286667779,76618961.54927489,405.5477135580854,649.278379199615,1.600991344527999,90,0.8229628677510172,20.5,0.4152804707248849,88,Time Limit,-1355.2237666507942,-46.25610231809774,0.0,25,11,13,25,0
103,103,oracle_v2,120,4527685.512073936,128792024.35263553,168.90375582441342,176.6637588953491,1.0459433423079278,100,0.871370127534881,26.0,0.44485187917288005,82,Time Limit,-1197.5700572821079,-36.340371285991836,0.0,28,11,16,26,2
104,104,oracle_v2,120,1860954.1163871929,47708253.81433545,85.73068421525059,549.3901790014464,6.408326074034945,101,0.9840950840986117,29.0,0.38054076521944274,99,Time Limit,-1442.6500521099945,-53.86380224408534,0.0,30,11,18,29,1
105,105,oracle_v2,120,4027227.391951842,106033776.88645382,530.9285309383744,862.9614046949032,1.6253814862231775,90,1.1145119644156032,18.5,0.4332455434610121,87,Time Limit,-1340.9373305076701,-39.65832982591654,0.0,21,11,9,21,0
106,106,oracle_v2,120,3806023.957653843,115932455.6281661,353.32017727729567,616.0589075178417,1.7436278682559962,93,1.3675139750363314,22.0,0.4318694598008832,84,Time Limit,-1318.2377474782718,-36.22733869745904,0.0,26,11,14,26,0
107,107,oracle_v2,120,1225404.7945715126,55223537.126476765,273.86465937070216,238.96777906765996,0.8725761827640349,80,1.284290966907591,17.5,0.3815294672025999,47,Time Limit,-1289.847403818332,-48.758049613437045,0.0,24,11,12,23,1
108,108,oracle_v2,120,3822539.4445401686,124596041.81124988,329.44228115491484,713.6212431127104,2.166149531902803,73,0.7092396863395294,22.0,0.4359569328458543,75,Time Limit,-1378.6429217492075,-34.482218571405014,0.0,27,11,15,27,0
109,109,oracle_v2,120,4582934.266427907,121389326.18196239,160.18698097112525,455.2029727563649,2.841697683524095,100,0.7823064962852854,24.0,0.4440351354628253,65,Time Limit,-1137.471231603905,-37.26824849860439,0.0,25,11,13,24,1
110,110,oracle_v2,120,3560913.8501170273,114333347.08600242,132.4122649919982,322.02734134276426,2.432005383808099,83,1.018534754717452,19.5,0.43039948735888717,67,Time Limit,-1291.7273942077738,-35.639597064554295,0.0,23,11,11,23,0
111,111,oracle_v2,120,5336510.753901346,173038536.15943116,540.3692936276226,358.4924997499783,0.6634213009094877,87,0.6580313028889283,23.5,0.45977387080247223,60,Time Limit,-1180.6653414407992,-30.105101517788814,0.0,30,11,18,30,0
112,112,oracle_v2,120,3281780.0272750384,94702905.77172208,71.09884793782687,229.98098554242787,3.2346654300719067,104,2.4698572251647946,15.5,0.4792753544010702,31,Time Limit,-898.9809478747004,-42.425064353097625,0.0,21,11,9,20,1
113,113,oracle_v2,120,4701958.437146671,139287191.9997086,205.50688268384155,586.065316808659,2.8518038381725677,95,0.7902276838205045,22.5,0.4473300559370749,66,Time Limit,-1154.1040262453973,-33.57248389616428,0.0,23,11,11,23,0
114,114,oracle_v2,120,2824622.9886807376,68735419.1086846,35.288181773309866,195.9231359753547,5.552089286831455,105,1.1839800540987977,22.0,0.4107563588516183,97,Time Limit,-1308.1861647469789,-50.095620480380724,0.0,25,11,13,24,1
115,115,oracle_v2,120,4684126.972535607,151813423.24917755,180.22296099091938,238.5363885485715,1.3235626983211661,88,1.3095142463242526,14.5,0.630038423987979,17,Time Limit,-988.494024115275,-32.364394644092755,0.0,22,11,10,21,1
116,116,oracle_v2,120,3963880.51362928,114458424.89653815,644.5307214150283,598.2184721400139,0.9281457846208809,93,0.7065621674171736,27.5,0.43656372259560994,68,Time Limit,-1209.7777361529675,-36.977518737997606,0.0,28,11,16,27,1
117,117,oracle_v2,120,429154.770565748,29732398.062689383,176.25968668327994,346.8828788567536,1.9680216468333203,74,1.0211220224751036,23.5,0.31841559121287766,63,Time Limit,-1412.5566762613282,-64.6174806770318,0.0,29,11,17,28,1
118,118,oracle_v2,120,2609013.2657586327,58268087.032426305,84.55995036920024,312.8190865931901,3.6993764214309426,96,0.7310645349260668,28.5,0.4006063143779431,110,Time Limit,-1481.1606684147125,-52.54118721719358,0.0,30,11,18,28,2
119,119,oracle_v2,120,3756795.825885313,82774809.45342642,536.5203034050535,956.6743000675268,1.7831092206500752,102,0.9597986176496786,35.0,0.424451464562063,104,Time Limit,-1416.8482414813218,-46.74114949574734,0.0,35,11,23,35,0
120,120,oracle_v2,120,2524584.948683375,82170095.10724229,172.14187293172014,264.0955349272239,1.5341737046858848,84,0.9267925700915609,19.5,0.4096455901646139,61,Time Limit,-1261.9584595999002,-41.174588719900065,0.0,21,11,9,21,0
121,121,oracle_v2,120,3773003.3828331935,85123198.92431228,107.03162233602184,345.7205342923208,3.2300784267937552,99,1.1150239762376017,33.0,0.4271147954621703,90,Time Limit,-1330.2479161556005,-46.77664377658463,0.0,32,11,20,32,0
122,122,oracle_v2,120,3626310.050573016,90435325.34315915,445.28857090506756,614.0408702540549,1.378972896173803,104,0.648648475104484,31.0,0.4263246018040225,90,Time Limit,-1307.8611030024024,-43.84389209364952,0.0,33,11,21,33,0
123,123,oracle_v2,120,520920.3423298798,24944663.714416467,225.56631560686586,262.29190448111285,1.1628150407805355,68,0.5789093237555302,31.5,0.313022447320879,102,Time Limit,-1654.9145865596754,-64.92420084646425,0.0,37,11,25,32,5
124,124,oracle_v2,120,1021236.7950117282,75622690.67934427,676.664378022635,503.92808373075593,0.7447238248352112,73,0.6996098385424057,20.5,0.36398345446818403,61,Time Limit,-1438.474398119984,-41.74412347549622,0.0,26,11,14,25,1
125,125,oracle_v2,120,3426932.60914675,100168083.8552448,399.61703475518465,419.56242269209673,1.0499112555327657,88,1.4523081816073375,24.5,0.42622056026980765,76,Time Limit,-1327.420528634195,-39.86734735115671,0.0,26,11,14,26,0
126,126,oracle_v2,120,1335314.856793936,38094216.5995163,492.08986775343294,556.2224518715177,1.1303269754585135,85,0.759359193566028,25.0,0.3541586736171015,79,Time Limit,-1386.4716659905723,-55.783593959950046,0.0,29,11,17,28,1
127,127,oracle_v2,120,1815662.4140268506,59874738.979106486,89.63188231173922,230.33198721412876,2.569755105811962,91,1.026341257059938,24.5,0.38400767452436074,67,Time Limit,-1316.839875153746,-46.17697563138793,0.0,29,11,17,25,4
128,128,oracle_v2,120,8889380.797044136,236945046.59092566,495.65328138538786,1132.2127417199204,2.284283760929215,98,1.7745050367098885,24.0,0.4796049457710713,61,Time Limit,-997.6974255460691,-26.02874376823386,0.0,25,11,13,23,2
129,129,oracle_v2,120,2639446.341375123,81015188.24856012,132.91401269722616,590.8433975868651,4.445305544516118,96,1.084713419042685,26.0,0.4095419235620834,81,Time Limit,-1308.027770871624,-43.17428412468792,0.0,24,11,12,24,0
130,130,oracle_v2,120,2844307.329005716,69173390.01083429,168.99815596410895,178.7299585795753,1.0575852591997108,100,0.771283114950454,27.0,0.4097501464671812,77,Time Limit,-1263.6240398172056,-48.798797374714106,0.0,28,11,16,28,0
131,131,oracle_v2,120,5049990.745247446,148619190.4598003,114.63004134831647,414.21252088164755,3.6134726639678645,96,1.0322336555240152,20.0,0.4524653648104785,62,Time Limit,-1122.5418479135092,-32.38277321895927,0.0,24,11,12,24,0
132,132,oracle_v2,120,3749348.5361393928,89267962.27544808,91.41618609254432,225.73007344895103,2.4692571753150507,110,0.5527139483589942,31.0,0.42671277420217246,98,Time Limit,-1332.7110230915719,-44.7375493966138,0.0,32,11,20,32,0
133,133,oracle_v2,120,3624934.009721059,88076349.01781525,135.06144696361497,437.8007594047846,3.2414931814163555,101,1.0461139734705807,27.0,0.4262907371224737,104,Time Limit,-1343.0921157378132,-45.61332021994438,0.0,29,11,17,28,1
134,134,oracle_v2,120,2927253.989417872,82241739.01517728,191.06647902816778,495.30913923400254,2.5923392829203813,98,0.6822328184351206,29.0,0.41493080320423514,94,Time Limit,-1389.6109045431326,-43.90573654857553,0.0,30,11,18,30,0
135,135,oracle_v2,120,3673259.7771005905,94418515.01328759,46.49087024090486,237.6794648248069,5.112390101394258,106,1.749014161260156,18.5,0.4299084047538157,69,Time Limit,-1141.5859464036046,-42.917554154371345,0.0,20,11,8,19,1
136,136,oracle_v2,120,2140657.660891705,60557131.128810465,447.34457572014225,834.1449038800306,1.8646585856936149,92,0.9668169260912555,33.0,0.39401668693677805,110,Time Limit,-1540.908703327132,-49.696709935633656,0.0,36,11,24,36,0
137,137,oracle_v2,120,1687325.3106322759,43941563.05153113,157.01711615158382,486.30542435999644,3.0971491279365924,84,1.0376956564324775,31.0,0.36659531326004463,106,Time Limit,-1540.5162874710095,-53.27514860088783,0.0,30,11,18,30,0
138,138,oracle_v2,120,1127879.4589568926,53466147.64684603,426.83095795806025,304.3453462769072,0.713034845768642,77,0.9588814230596316,27.0,0.3538474834584543,74,Time Limit,-1491.4400760022354,-49.320100701475695,0.0,31,11,19,31,0
139,139,oracle_v2,120,1595495.3215944371,62400020.97841307,144.87900708740602,236.12265423492312,1.629792051877257,77,0.8042925707512207,29.5,0.3766422672743859,70,Time Limit,-1398.0834470277232,-45.068071763888604,0.0,31,11,19,27,4
140,140,oracle_v2,120,3840813.919420556,122649914.10274994,258.577153971046,605.04290318346,2.339893118520475,79,0.7851419682996275,23.0,0.4359795738473131,69,Time Limit,-1388.554475238908,-33.97944561595576,0.0,27,11,15,27,0
141,141,oracle_v2,120,2933521.2004279806,97332197.20881377,120.23744812313267,264.2598529497805,2.197816546132595,88,0.9094805889341648,23.0,0.41990516186584237,67,Time Limit,-1269.1210602913877,-39.477112485727616,0.0,26,11,14,26,0
142,142,oracle_v2,120,1240937.019535592,37171634.44862547,125.93190013151079,440.8454945626807,3.500665789226601,91,1.5113810408670216,23.5,0.35273568548543677,85,Time Limit,-1460.601137927568,-56.352427664262514,0.0,28,11,16,26,2
143,143,oracle_v2,120,2189723.334622623,83480594.49063951,1064.2541137463256,448.4982235466982,0.4214202395402737,75,0.865605359095941,22.5,0.40245961270415104,63,Time Limit,-1402.6568372071304,-39.71683182245979,0.0,26,11,14,24,2
144,144,oracle_v2,120,2134980.0616272553,59641413.022860825,149.53137654169228,637.7432946544726,4.264946323667777,95,1.073445397380597,21.5,0.3971696667661109,57,Time Limit,-1251.4962226128312,-47.71474081859409,0.0,26,11,14,24,2
145,145,oracle_v2,120,2042649.031597503,72387786.6424343,134.1537100410121,178.99738673131498,1.3342708649398793,82,1.510276553939296,20.5,0.3960714263654178,72,Time Limit,-1387.8313757721169,-43.530267838612566,0.0,25,11,13,25,0
146,146,oracle_v2,120,4660527.022770368,124810594.76778768,69.64913144584463,282.6803572365535,4.058634348604194,108,1.8580557972062188,24.0,0.4443224822175297,73,Time Limit,-1135.0699639450468,-36.950534621924085,0.0,27,11,15,27,0
147,147,oracle_v2,120,2327126.8744291086,118722507.35416779,3299.8817620957893,2185.502937414724,0.662297347292434,69,0.9743139766327962,21.5,0.4311355727710194,43,Time Limit,-1353.8337717108254,-32.931124833506985,0.0,26,11,14,23,3
148,148,oracle_v2,120,2928423.686300994,75015554.49047774,111.75144800913536,396.31705806698545,3.546415416779098,101,0.836478269588316,23.5,0.41169010090989744,84,Time Limit,-1297.4056075742496,-46.40154671012479,0.0,26,11,14,25,1
149,149,oracle_v2,120,5454941.563548879,162358773.5429393,1514.246019227561,1141.963596832781,0.7541466725567575,85,0.6304431586687728,31.5,0.45498084775668657,72,Time Limit,-1241.3437821482132,-30.310823301312233,0.0,32,11,20,32,0
150,150,oracle_v2,120,9648963.194167707,256392352.41425118,522.6345622114658,951.8121008510456,1.8211809353433617,96,2.8210080675200007,13.0,0.5197594745946645,32,Time Limit,-807.4822740095133,-26.622266290104132,0.0,18,11,6,18,0
151,151,oracle_v2,120,6534959.583392615,177275263.18332112,155.0219024060268,558.2330210808097,3.6009945202369495,105,2.883978968678396,20.0,0.46422155308503293,73,Time Limit,-1097.720560159011,-31.05708135960642,0.0,24,11,12,24,0
152,152,oracle_v2,120,4336925.7248492,114809282.72319806,270.16838078517867,615.5674847484823,2.2784586521912193,91,0.9569596046613179,23.0,0.4508978823578516,47,Time Limit,-1059.1518778247546,-39.433536115925435,0.0,27,11,15,27,0
153,153,oracle_v2,120,4957527.15087666,123159183.35583997,131.16508457921478,343.3436790602054,2.617645390628702,104,0.8218878102740301,32.0,0.4469887751721992,85,Time Limit,-1209.298640647218,-40.11133145868488,0.0,32,11,20,32,0
154,154,oracle_v2,120,2845349.933013536,87272075.08785242,226.5693347721071,227.77968482730978,1.005342073570636,94,1.1786088681490736,25.5,0.41235835880155025,75,Time Limit,-1268.2251913580951,-40.35197426944558,0.0,28,11,16,27,1
155,155,oracle_v2,120,4236571.799800308,128962234.53392498,389.79289343509777,604.7077030099906,1.5513564079655986,91,0.5629217089918072,22.5,0.4456124860304261,56,Time Limit,-1150.3862490120139,-35.22044005849815,0.0,25,11,13,25,0
156,156,oracle_v2,120,1618165.1440010392,40292361.223319806,146.72150643694638,331.0920128024423,2.2566017814486465,95,0.43193840263147615,32.0,0.3692840355887151,104,Time Limit,-1461.2463582737998,-56.53296009770402,0.0,36,11,24,34,2
157,157,oracle_v2,120,4783014.552265096,127772067.0885534,314.1520560492548,508.8117517176724,1.6196352750844247,103,1.3016039762309761,20.0,0.4473828500339151,64,Time Limit,-1095.7518974107738,-36.58884507079695,0.0,23,11,11,23,0
158,158,oracle_v2,120,3743823.356040473,111658525.13570276,228.6454260000354,492.9618722854772,2.156010207199163,89,1.0235048909088753,20.0,0.43621559827830775,56,Time Limit,-1162.9086998245068,-36.9705539041306,0.0,20,11,8,20,0
159,159,oracle_v2,120,2364411.2072269367,49025227.678269275,121.97022741353916,501.4263456128788,4.1110552652558106,99,1.1578009222322976,27.0,0.39232207868428454,111,Time Limit,-1455.3929046377832,-55.87495418933948,0.0,26,11,14,25,1
160,160,oracle_v2,120,1933319.9183453398,96933472.5853189,462.3830543146129,672.3364346999949,1.454068068512144,77,0.6003546338512967,23.5,0.4103684544136765,54,Time Limit,-1289.9097649177688,-38.62607387306002,0.0,32,11,20,32,0
161,161,oracle_v2,120,3360486.8551975116,77328174.83098626,240.19861996902972,452.38978722682043,1.8833987775831094,103,0.9236108847490787,25.5,0.41947251211492415,86,Time Limit,-1297.4771733869736,-46.998459196139024,0.0,26,11,14,26,0
162,162,oracle_v2,120,7523809.714339941,193478836.28984824,1289.8340341408204,1686.0864652116481,1.3072119517568614,85,0.6822178220371049,20.0,0.47316769969707506,59,Time Limit,-1127.4255445275103,-30.565654399656196,0.0,22,11,10,22,0
163,163,oracle_v2,120,3522475.3798220996,113483837.5355078,461.9587285394951,571.9602956705282,1.2381199019202611,91,1.1131558222883662,22.0,0.44498612744341215,44,Time Limit,-1125.3721954742368,-36.993280992551576,0.0,25,11,13,24,1
164,164,oracle_v2,120,1869049.9155219751,46150534.12287677,108.85203720928666,369.99968104616045,3.3991066270516623,95,0.9333593066457473,25.5,0.37777386020802933,96,Time Limit,-1446.1470895687626,-54.45041098515781,0.0,28,11,16,28,0
165,165,oracle_v2,120,191498.80248651595,48474443.88386981,76.94660814577811,185.07693668734643,2.4052643923785637,72,0.8005923333667295,24.0,0.3275097680819308,67,Time Limit,-1483.736451207706,-62.01621873152362,0.0,37,11,25,35,2
166,166,oracle_v2,120,2798718.4413285395,69221762.05272867,102.21592017477961,295.1978246420702,2.887982851764282,102,1.104885480193388,30.5,0.4096370639026533,108,Time Limit,-1390.4454094204464,-48.26783322182377,0.0,33,11,21,33,0
167,167,oracle_v2,120,639301.7551529093,50802117.98673131,433.3932529792272,1089.1174068486316,2.513000374052509,60,1.0808564158879805,20.5,0.3281480136150697,57,Time Limit,-1476.6890719755247,-49.19518949611326,0.0,31,11,19,27,4
168,168,oracle_v2,120,3529530.7354970495,90662755.12888616,194.45917934523612,736.6690792145874,3.7882967607650477,96,1.1956803247721868,25.0,0.4263420916396279,70,Time Limit,-1268.0207678195368,-41.75239521092758,0.0,27,11,15,27,0
169,169,oracle_v2,120,9226751.956406698,264785927.0641152,616.5572361125109,746.6040634845302,1.210924176629545,77,0.8034913121641923,24.5,0.4861616149122455,56,Time Limit,-1149.9739556436248,-24.48414840518622,0.0,25,11,13,24,1
170,170,oracle_v2,120,285810.35633261956,5162885.294139298,45.060721640202416,242.48329603949202,5.381256385009878,53,0.5097468927195044,29.0,0.30945170928307186,92,Time Limit,-1651.80790899674,-88.92534916207902,0.0,34,11,22,25,9
171,171,oracle_v2,120,6635165.518416316,219448544.9726339,257.2045697194877,343.76023483445823,1.3365246006685254,84,1.1588257364244257,16.0,0.5412097950426691,26,Time Limit,-937.7734717087147,-27.07613225219708,0.0,18,11,6,17,1
172,172,oracle_v2,120,5089205.162207666,141172498.29089585,150.66590896667972,329.6657933697227,2.1880583048327766,106,0.917938657422282,24.0,0.4523472311133489,62,Time Limit,-1079.0730705088843,-35.52607917060789,0.0,27,11,15,26,1
173,173,oracle_v2,120,4661003.372218984,130676285.26867524,175.14085597281155,335.2539099648104,1.9141959087881495,91,1.1046746985035019,20.0,0.44656508222405056,70,Time Limit,-1211.834305940841,-35.824390755107224,0.0,24,11,12,24,0
174,174,oracle_v2,120,5477807.456852954,152373614.6970576,180.33803749389577,473.6471547556749,2.6264406629783097,93,1.3269633953412954,22.0,0.455484917311017,62,Time Limit,-1134.301064616276,-32.9720063949432,0.0,25,11,13,25,0
175,175,oracle_v2,120,2662812.1310638264,58280626.070400335,95.4344215164926,259.9106173303457,2.7234472971099737,103,1.3242389712992528,24.5,0.4002745309085186,87,Time Limit,-1341.4489106690626,-50.902953648697824,0.0,26,11,14,26,0
176,176,oracle_v2,120,2747418.079439692,91351397.45941776,230.9224261115611,711.0225386247912,3.0790536484372835,78,0.8433940819806925,22.0,0.4193454540843912,51,Time Limit,-1257.9093323833042,-39.18889662784473,0.0,23,11,11,23,0
177,177,oracle_v2,120,2939312.6406025887,77061366.2136073,173.12450375279946,637.9467559679674,3.6849015716393163,97,1.4196865218056394,18.5,0.41513434285938217,64,Time Limit,-1172.7507126197313,-45.32283938358763,0.0,21,11,9,21,0
178,178,oracle_v2,120,3607313.2926862347,132790780.8511072,1291.8365249849346,950.1995254605433,0.7355416162053666,77,1.0188105626545172,23.5,0.4371450686211923,56,Time Limit,-1242.3774446761004,-32.03714964697858,0.0,26,11,14,25,1
179,179,oracle_v2,120,1933856.6503215241,121529251.35683028,79.17333582925951,144.58891671154637,1.8262324707823123,83,0.9192209480224863,19.0,0.44010894226045005,37,Time Limit,-1235.5429065204064,-33.48897711470091,0.0,25,11,13,22,3
180,180,oracle_v2,120,4670294.0447113,154898966.6465338,265.031190201098,543.5834852257594,2.051017032422878,94,0.6573418924795172,28.0,0.4491120559769946,75,Time Limit,-1210.6611246960258,-31.66165205205557,0.0,31,11,19,31,0
181,181,oracle_v2,120,4057497.7731775586,98856322.78577997,199.0659022129715,696.9006262461467,3.5008538303087415,100,1.1141423597041051,21.0,0.43339761524598464,108,Time Limit,-1375.7687196598552,-42.791503503251974,0.0,23,11,11,23,0
182,182,oracle_v2,120,4067267.033408854,108045461.56107496,73.28346855493186,198.1751736096786,2.704227536134297,99,0.579545578111367,24.0,0.43922984554722644,58,Time Limit,-1097.5545629364028,-39.05404398940652,0.0,23,11,11,23,0
183,183,oracle_v2,120,2580849.4985872987,102912754.14992402,270.2596692340932,636.4827046125148,2.3550783822694865,76,1.609960371638835,20.0,0.4142610891067667,64,Time Limit,-1352.869811392708,-35.75355970316324,0.0,26,11,14,26,0
184,184,oracle_v2,120,1913240.8465159612,75333732.3142074,295.2189361809584,495.71445103678775,1.6791417835505407,72,1.0291025635083064,21.0,0.39539835418904135,61,Time Limit,-1366.136287314788,-41.95707580468058,0.0,24,11,12,23,1
185,185,oracle_v2,120,2195279.754489226,72347761.94417131,49.52825156610802,180.26807578773617,3.6397019900273015,102,0.703728095149805,19.0,0.4026796886100106,57,Time Limit,-1157.2049860754819,-44.881853583972024,0.0,24,11,12,24,0
186,186,oracle_v2,120,6784404.288549515,188145082.72780058,246.6110313448983,407.0164824948788,1.6504390751508808,102,1.8667877847306247,15.0,0.4841912671709783,41,Time Limit,-920.3956906781996,-30.057975170588893,0.0,18,11,6,18,0
187,187,oracle_v2,120,3929180.7668463322,131611432.69463922,300.6564685154891,435.4719641779081,1.4484037756715473,86,0.5474933244429788,23.0,0.44310417157577525,61,Time Limit,-1236.0911095054985,-33.582308012910985,0.0,26,11,14,26,0
188,188,oracle_v2,120,7116033.031622102,199339807.70836794,272.47980262972334,783.1773067119572,2.8742581987855735,98,1.0007775359269973,25.5,0.47045718871396125,63,Time Limit,-1047.9214253109049,-28.694474872476736,0.0,29,11,17,28,1
189,189,oracle_v2,120,1788893.6214319107,89963854.82338685,303.1455762376496,455.88045494951814,1.503833440710125,83,1.0656879840584192,15.5,0.5446862287349707,21,Time Limit,-1185.0347898296131,-38.58911038010767,0.0,22,11,10,17,5
190,190,oracle_v2,120,2587268.209467315,62983345.10537262,98.07325461307089,180.28298790479673,1.8382482422559392,101,1.289405915068489,21.0,0.40301356716861025,92,Time Limit,-1358.4928477398942,-50.04889876727831,0.0,26,11,14,26,0
191,191,oracle_v2,120,2930066.592019274,83116597.24362867,50.31829020356827,144.1775884787473,2.865311756330765,106,0.6912796075416789,20.0,0.4185883185979672,70,Time Limit,-1187.1943133870773,-44.05310844963128,0.0,24,11,12,24,0
192,192,oracle_v2,120,6151408.2064492125,179464676.77831885,439.95449547364126,1069.4847465116418,2.430898553179387,91,0.9762625800718685,23.5,0.46041486942325727,72,Time Limit,-1197.1201790474092,-28.723053187971367,0.0,27,11,15,27,0
193,193,oracle_v2,120,4877892.3193804845,146987694.55880278,329.4421599604296,735.7711099502874,2.233384792154906,82,0.9630559924640993,23.5,0.45091950090550603,63,Time Limit,-1241.8030405144798,-32.92968651343175,0.0,26,11,14,26,0
194,194,oracle_v2,120,2759795.898907575,67533231.97764236,35.46952849419818,143.35154973919737,4.041540889460813,100,0.7877841837918772,26.5,0.40931676801492817,110,Time Limit,-1394.8669511633045,-49.803509175723185,0.0,26,11,14,26,0
195,195,oracle_v2,120,5135003.019694984,135841954.56669667,119.17680573248157,421.1155362313543,3.533536023583652,109,1.1277021005792063,25.5,0.44897749537634934,91,Time Limit,-1158.3490824571938,-36.66337119974821,0.0,29,11,17,29,0
196,196,oracle_v2,120,4723443.409144266,146891936.84909192,837.1926066748127,819.2027606521071,0.9785116998414998,100,1.072086337962938,29.5,0.447216633900253,86,Time Limit,-1278.3145027073147,-32.06771778143117,0.0,29,11,17,29,0
197,197,oracle_v2,120,6385036.800497903,162771286.4451403,158.9488725509794,485.99609918832766,3.0575624185849763,98,1.362959309049548,17.0,0.48554310707311177,37,Time Limit,-920.6143027780556,-32.57717649316441,0.0,19,11,7,19,0
198,198,oracle_v2,120,2427080.818332379,96248880.35815947,165.54358238280608,338.8591908570063,2.0469485194141925,82,0.5124937663262636,31.0,0.41231059499888956,82,Time Limit,-1458.7324430157635,-38.5529343147695,0.0,30,11,18,30,0
199,199,oracle_v2,120,3335408.57597817,99232908.79967694,504.70691350928087,661.1155349514272,1.30989989884351,96,1.2364471025762989,19.0,0.4266412464634497,87,Time Limit,-1351.5574669074688,-40.221694749627424,0.0,23,11,11,23,0
